date,match,WON,type,rating,promotion,event,participants
27.05.2021,"HARASHIMA, Naomi Yoshimura & Toru Owashi vs. Mad Paulie, Soma Takao & Tetsuya Endo",,Six Man Tag Team,6.27,DDT Pro Wrestling,NA,"HARASHIMA, Naomi Yoshimura, Toru Owashi, Mad Paulie, Soma Takao, Tetsuya Endo"
10.07.2021,Koguma & Mayu Iwatani vs. Ruaka & Starlight Kid,,Tag Team,6.27,World Wonder Ring Stardom,NA,"Koguma, Mayu Iwatani, Ruaka, Starlight Kid"
25.07.2021,Brayden Lee & Cole Radrick vs. KTB & Shane Mercer,,Tag Team,6.27,Game Changer Wrestling,NA,"Brayden Lee, Cole Radrick, KTB, Shane Mercer"
29.07.2021,Primate & T-Bone vs. Trent Seven & Tyler Bate,,Tag Team,6.27,World Wrestling Entertainment,NA,"Primate, T-Bone, Trent Seven, Tyler Bate"
15.08.2021,Seigo Tachibana vs. Zeus ,,Singles,6.27,All Japan Pro Wrestling,NA,"Seigo Tachibana, Zeus"
27.08.2021,Great-O-Khan & Jeff Cobb vs. Kazuchika Okada & Togi Makabe,,Tag Team,6.27,New Japan Pro Wrestling,NA,"Great-O-Khan, Jeff Cobb, Kazuchika Okada, Togi Makabe"
16.08.2021,Fred Yehi vs. JR Kratos,,Singles,6.27,New Japan Pro Wrestling,NA,"Fred Yehi, JR Kratos"
24.10.2021,Fuego Del Sol vs. Tony Nese,,Singles,6.27,All Elite Wrestling,NA,"Fuego Del Sol, Tony Nese"
24.10.2021,PAC vs. Tiger Ruas,,Singles,6.27,All Elite Wrestling,NA,"PAC, Tiger Ruas"
05.12.2021,DOUKI vs. Taiji Ishimori,,Singles,6.27,New Japan Pro Wrestling,NA,"DOUKI, Taiji Ishimori"
08.12.2021,SHO vs. Taiji Ishimori,,Singles,6.27,New Japan Pro Wrestling,NA,"SHO, Taiji Ishimori"
14.12.2021,Cameron Grimes vs. Duke Hudson,,No Holds Barred,6.27,World Wrestling Entertainment,NA,"Cameron Grimes, Duke Hudson"
27.12.2021,Angelo Dawkins & Montez Ford vs. Dominik Mysterio & Rey Mysterio,,Tag Team,6.27,World Wrestling Entertainment,NA,"Angelo Dawkins, Montez Ford, Dominik Mysterio, Rey Mysterio"
22.01.2022,"Aleja, Katsuhiko Nakajima & Manabu Soya vs. Daisuke Harada, Go Shiozaki & Masa Kitamiya",,Six Man Tag Team,6.27,Pro Wrestling NOAH,NA,"Aleja, Katsuhiko Nakajima, Manabu Soya, Daisuke Harada, Go Shiozaki, Masa Kitamiya"
27.05.1989,Hulk Hogan vs. The Big Boss Man,***3/4,Steel Cage,6.27,World Wrestling Federation,WWF Saturday Night's Main Event #21,"Hulk Hogan, The Big Boss Man"
27.10.1990,Bobby Eaton & Stan Lane vs. Ricky Morton & Tommy Rich,***1/2,Tag Team,6.27,World Championship Wrestling,"NWA Halloween Havoc 1990 - ""Terror Rules The Ring""","Bobby Eaton, Stan Lane, Ricky Morton, Tommy Rich"
22.01.2006,"Katsuhiko Nakajima, Kensuke Sasaki & Mushiking Joker vs. Mitsuharu Misawa, Mushiking Terry & Takashi Sugiura",***1/4,Six Man Tag Team,6.27,Pro Wrestling NOAH,NOAH First Navigation 2006 - Tag 10,"Katsuhiko Nakajima, Kensuke Sasaki, Mushiking Joker, Mitsuharu Misawa, Mushiking Terry, Takashi Sugiura"
06.04.2009,Carlito & Primo vs. John Morrison & The Miz,***1/4,Lumberjack Tag Team,6.27,World Wrestling Entertainment,WWE Monday Night RAW #828,"Carlito, Primo, John Morrison, The Miz"
19.01.2010,Christian vs. William Regal,***1/4,Singles,6.27,World Wrestling Entertainment,ECW on Syfy #189,"Christian, William Regal"
10.02.1990,Akira Nogami & Jushin Thunder Liger vs. Naoki Sano & Pegasus Kid,***3/4,Tag Team,6.27,New Japan Pro Wrestling,NJPW Super Fight In Tokyo Dome,"Akira Nogami, Jushin Thunder Liger, Naoki Sano, Pegasus Kid"
23.03.2018,Chuck Taylor vs. Keith Lee,***1/4,Singles,6.27,Pro Wrestling Guerrilla,PWG Time Is A Flat Circle,"Chuck Taylor, Keith Lee"
08.10.2018,"Hirooki Goto, Tomohiro Ishii & Will Ospreay vs. Minoru Suzuki, Taichi & Takashi Iizuka",***1/2,Six Man Tag Team,6.27,New Japan Pro Wrestling,NJPW King Of Pro-Wrestling 2018,"Hirooki Goto, Tomohiro Ishii, Will Ospreay, Minoru Suzuki, Taichi, Takashi Iizuka"
20.11.1995,Owen Hart vs. Shawn Michaels,***3/4,Singles,6.27,World Wrestling Federation,WWF Monday Night RAW #136,"Owen Hart, Shawn Michaels"
07.04.2019,AJ Styles vs. Randy Orton,***1/4,Singles,6.27,World Wrestling Entertainment,WWE WrestleMania 35,"AJ Styles, Randy Orton"
26.07.2019,Joey Janela vs. Jungle Boy ,***1/4,Singles,6.27,Pro Wrestling Guerrilla,PWG Sixteen,"Joey Janela, Jungle Boy"
24.11.2019,Daniel Bryan vs. The Fiend,***1/2,Singles,6.27,World Wrestling Entertainment,WWE Survivor Series 2019,"Daniel Bryan, The Fiend"
29.09.2021,Chase Owens vs. SANADA,***1/2,Singles,6.27,New Japan Pro Wrestling,NJPW G1 Climax 2021 - Tag 6,"Chase Owens, SANADA"
15.07.2020,Cameron Grimes vs. Damian Priest,,Singles,6.26,World Wrestling Entertainment,NA,"Cameron Grimes, Damian Priest"
30.03.2003,Matt Hardy Version 1.0 vs. Rey Mysterio,,Singles,6.26,World Wrestling Entertainment,NA,"Matt Hardy Version 1.0, Rey Mysterio"
29.01.2021,Bayley vs. Bianca Belair,,Singles,6.26,World Wrestling Entertainment,NA,"Bayley, Bianca Belair"
15.02.2021,Aja Kong vs. Rin Kadokura,,Singles,6.26,All Elite Wrestling,NA,"Aja Kong, Rin Kadokura"
25.02.2021,Bailey Matthews vs. Tyler Bate,,Singles,6.26,World Wrestling Entertainment,NA,"Bailey Matthews, Tyler Bate"
23.07.2021,Marika Kobashi vs. Nodoka Tenma,,Singles,6.26,Tokyo Joshi Pro-Wrestling,NA,"Marika Kobashi, Nodoka Tenma"
15.09.2021,Darby Allin vs. Shawn Spears,,Singles,6.26,All Elite Wrestling,NA,"Darby Allin, Shawn Spears"
03.10.2021,Atsushi Kotoge vs. Eita,,Singles,6.26,Pro Wrestling NOAH,NA,"Atsushi Kotoge, Eita"
25.10.2021,Angelo Dawkins & Montez Ford vs. Chad Gable & Otis vs. Dolph Ziggler & Robert Roode,,Triple Threat,6.26,World Wrestling Entertainment,NA,"Angelo Dawkins, Montez Ford, Chad Gable, Otis, Dolph Ziggler, Robert Roode"
03.11.2021,Alan Angels vs. Kenny Omega,,Singles,6.26,All Elite Wrestling,NA,"Alan Angels, Kenny Omega"
13.11.2021,El Phantasmo vs. Master Wato,,Singles,6.26,New Japan Pro Wrestling,NA,"El Phantasmo, Master Wato"
04.01.2022,HAYATA & Yoshinari Ogawa vs. Kotaro Suzuki & YO-HEY,,Tag Team,6.26,Pro Wrestling NOAH,NA,"HAYATA, Yoshinari Ogawa, Kotaro Suzuki, YO-HEY"
20.01.1997,Doug Furnas & Philip LaFon vs. Owen Hart & The British Bulldog,***1/2,Tag Team,6.26,World Wrestling Federation,WWF Monday Night RAW #194,"Doug Furnas, Philip LaFon, Owen Hart, The British Bulldog"
24.01.1988,Barry Windham vs. Larry Zbyszko,***1/4,Singles,6.26,Mid-Atlantic Championship Wrestling,NWA Bunkhouse Stampede,"Barry Windham, Larry Zbyszko"
10.02.2013,Prince Devitt vs. Ryusuke Taguchi,***3/4,Singles,6.26,New Japan Pro Wrestling,NJPW The New Beginning 2013,"Prince Devitt, Ryusuke Taguchi"
28.07.2014,Doc Gallows vs. Tomohiro Ishii,***1/4,Singles,6.26,New Japan Pro Wrestling,NJPW G1 Climax 24 - Tag 5,"Doc Gallows, Tomohiro Ishii"
21.10.2017,Adam Brooks vs. Jonah Rock,***1/2,Singles,6.26,Pro Wrestling Guerrilla,PWG All Star Weekend 13 - Tag 2,"Adam Brooks, Jonah Rock"
18.12.2020,Jay Lethal & Jonathan Gresham vs. Mark Briscoe & PCO,***3/4,Tag Team,6.26,Ring Of Honor,ROH Final Battle 2020,"Jay Lethal, Jonathan Gresham, Mark Briscoe, PCO"
02.04.2021,Daniel Bryan vs. Jey Uso,***3/4,Street Fight,6.26,World Wrestling Entertainment,WWE Friday Night SmackDown #1128,"Daniel Bryan, Jey Uso"
11.04.2021,Asuka vs. Rhea Ripley,***3/4,Singles,6.26,World Wrestling Entertainment,WWE WrestleMania 37 - Tag 2,"Asuka, Rhea Ripley"
11.12.2021,"Brawler Milonas, Flip Gordon, PJ Black, The Beer City Bruiser & World Famous CB vs. Demonic Flamita, LSG, Max The Impaler, Sledge    & Will Ferrara",***1/2,Ten Man Tag Team,6.26,Ring Of Honor,ROH Final Battle 2021 - Hour One,"Brawler Milonas, Flip Gordon, PJ Black, The Beer City Bruiser, World Famous CB, Demonic Flamita, LSG, Max The Impaler, Sledge, Will Ferrara"
12.02.2005,Chris Bosh & Scott Lost vs. Quicksilver & Scorpio Sky,,Tag Team,6.25,Pro Wrestling Guerrilla,NA,"Chris Bosh, Scott Lost, Quicksilver, Scorpio Sky"
08.06.2007,"Davey Richards, Rocky Romero & Roderick Strong vs. Delirious, Erick Stevens & Matt Cross",,Six Man Tag Team,6.25,Ring Of Honor,NA,"Davey Richards, Rocky Romero, Roderick Strong, Delirious, Erick Stevens, Matt Cross"
18.11.2005,Kevin Steen vs. Samoa Joe,,Singles,6.25,Pro Wrestling Guerrilla,NA,"Kevin Steen, Samoa Joe"
29.05.2009,Bryan Danielson & Tyler Black vs. Davey Richards & Eddie Edwards,,Tag Team,6.25,Ring Of Honor,NA,"Bryan Danielson, Tyler Black, Davey Richards, Eddie Edwards"
16.04.2016,Daisuke Sekimoto vs. Jun Akiyama,,Singles,6.25,All Japan Pro Wrestling,NA,"Daisuke Sekimoto, Jun Akiyama"
03.06.2007,Randy Orton vs. Rob Van Dam,,Stretcher,6.25,World Wrestling Entertainment,NA,"Randy Orton, Rob Van Dam"
07.03.2020,Eddie Kingston vs. The Rotation,,Singles,6.25,Westside Xtreme Wrestling,NA,"Eddie Kingston, The Rotation"
20.02.2005,John Bradshaw Layfield vs. The Big Show,,Barbed Wire Steel Cage,6.25,World Wrestling Entertainment,NA,"John Bradshaw Layfield, The Big Show"
08.01.2020,Adam Page & Kenny Omega vs. Isiah Kassidy & Marq Quen,,Tag Team,6.25,All Elite Wrestling,NA,"Adam Page, Kenny Omega, Isiah Kassidy, Marq Quen"
11.03.2020,Cody  vs. Ortiz ,,Singles,6.25,All Elite Wrestling,NA,"Cody, Ortiz"
29.07.2020,Isaiah Scott vs. Jake Atlas,,Singles,6.25,World Wrestling Entertainment,NA,"Isaiah Scott, Jake Atlas"
17.08.2014,Dolph Ziggler vs. The Miz,,Singles,6.25,World Wrestling Entertainment,NA,"Dolph Ziggler, The Miz"
24.11.1993,"Adam Bomb, Diesel, Irwin R. Schyster & Rick Martel vs. Marty Jannetty, Randy Savage, Razor Ramon & The 1-2-3 Kid",,Elimination Eight Man Tag Team,6.25,World Wrestling Federation,NA,"Adam Bomb, Diesel, Irwin R. Schyster, Rick Martel, Marty Jannetty, Randy Savage, Razor Ramon, The 1-2-3 Kid"
23.01.2022,Mina Shirakawa vs. Thekla vs. Waka Tsukiyama,,Three Way,6.30,World Wonder Ring Stardom,NA,"Mina Shirakawa, Thekla, Waka Tsukiyama"
19.02.2006,Booker T vs. Chris Benoit,***1/4,Singles,6.30,World Wrestling Entertainment,WWE No Way Out 2006,"Booker T, Chris Benoit"
26.12.1988,Mike Rotunda vs. Rick Steiner,***1/2,Singles,6.30,World Championship Wrestling,"NWA Starrcade 1988 - ""True Gritt""","Mike Rotunda, Rick Steiner"
29.04.1996,"Animal Warrior, Hawk Warrior & Power Warrior vs. Rick Steiner, Scott Norton & Scott Steiner",***1/2,Six Man Tag Team,6.30,New Japan Pro Wrestling,NJPW Battle Formation In Tokyo Dome,"Animal Warrior, Hawk Warrior, Power Warrior, Rick Steiner, Scott Norton, Scott Steiner"
30.01.1993,Mitsuharu Misawa & Toshiaki Kawada vs. Steve Williams & Terry Gordy,****1/2,Tag Team,6.30,All Japan Pro Wrestling,AJPW New Year Giant Series 1993 - Tag 22,"Mitsuharu Misawa, Toshiaki Kawada, Steve Williams, Terry Gordy"
23.01.2010,CIMA & Super Crazy vs. Jigsaw & Mike Quackenbush,***1/4,Tag Team,6.30,Dragon Gate USA,DGUSA Fearless,"CIMA, Super Crazy, Jigsaw, Mike Quackenbush"
08.10.2012,Katsuyori Shibata & Kazushi Sakuraba vs. Togi Makabe & Wataru Inoue,***1/2,Tag Team,6.30,New Japan Pro Wrestling,NJPW 40th Anniversary King Of Pro-Wrestling,"Katsuyori Shibata, Kazushi Sakuraba, Togi Makabe, Wataru Inoue"
05.04.2013,"BJ Whitmer, Caprice Coleman, Cedric Alexander, Mark Briscoe & Mike Mondo vs. Cliff Compton, Jimmy Jacobs, Jimmy Rave, Rhett Titus & Rhino",***1/2,Ten Man Tag Team,6.30,Ring Of Honor,ROH Supercard Of Honor VII,"BJ Whitmer, Caprice Coleman, Cedric Alexander, Mark Briscoe, Mike Mondo, Cliff Compton, Jimmy Jacobs, Jimmy Rave, Rhett Titus, Rhino"
09.02.2014,Tetsuya Naito & Tomoaki Honma vs. Tomohiro Ishii & Yujiro Takahashi,***1/2,Tag Team,6.30,New Japan Pro Wrestling,NJPW The New Beginning In Hiroshima,"Tetsuya Naito, Tomoaki Honma, Tomohiro Ishii, Yujiro Takahashi"
10.05.2014,AJ Styles & Karl Anderson vs. Gedo & Kazuchika Okada,***1/2,Tag Team,6.30,New Japan Pro Wrestling,ROH/NJPW Global Wars,"AJ Styles, Karl Anderson, Gedo, Kazuchika Okada"
06.08.2014,Kazuchika Okada vs. Lance Archer,***1/2,Singles,6.30,New Japan Pro Wrestling,NJPW G1 Climax 24 - Tag 10,"Kazuchika Okada, Lance Archer"
03.05.2016,"Hiroshi Tanahashi, Michael Elgin & Yoshitatsu vs. Kenny Omega, Matt Jackson & Nick Jackson",***1/4,Six Man Tag Team,6.30,New Japan Pro Wrestling,NJPW Wrestling Dontaku 2016,"Hiroshi Tanahashi, Michael Elgin, Yoshitatsu, Kenny Omega, Matt Jackson, Nick Jackson"
17.09.2016,BUSHI vs. KUSHIDA,***1/4,Singles,6.30,New Japan Pro Wrestling,NJPW Destruction In Tokyo 2016,"BUSHI, KUSHIDA"
30.10.2016,Roman Reigns vs. Rusev,***1/4,Hell In A Cell,6.30,World Wrestling Entertainment,WWE Hell In A Cell 2016,"Roman Reigns, Rusev"
04.01.2017,Adam Cole vs. Kyle O'Reilly,***1/2,Singles,6.30,New Japan Pro Wrestling,NJPW Wrestle Kingdom 11 In Tokyo Dome,"Adam Cole, Kyle O'Reilly"
03.05.2018,"BUSHI, EVIL, Hiromu Takahashi, SANADA & Tetsuya Naito vs. El Desperado, Minoru Suzuki, Taichi, Yoshinobu Kanemaru & Zack Sabre Jr.",***1/4,Ten Man Tag Team,6.30,New Japan Pro Wrestling,NJPW Wrestling Dontaku 2018 - Tag 1,"BUSHI, EVIL, Hiromu Takahashi, SANADA, Tetsuya Naito, El Desperado, Minoru Suzuki, Taichi, Yoshinobu Kanemaru, Zack Sabre Jr."
02.11.2018,AJ Styles vs. Samoa Joe,***1/4,Singles,6.30,World Wrestling Entertainment,WWE Crown Jewel 2018,"AJ Styles, Samoa Joe"
09.11.2019,Frankie Kazarian & Scorpio Sky vs. Isiah Kassidy & Marq Quen vs. Pentagon Jr. & Rey Fenix  ,****,Three Way Tag Team,6.30,All Elite Wrestling,AEW Full Gear 2019,"Frankie Kazarian, Scorpio Sky, Isiah Kassidy, Marq Quen, Pentagon Jr., Rey Fenix"
11.12.2020,BUSHI & Tetsuya Naito vs. Kota Ibushi & Master Wato,***,Tag Team,6.30,New Japan Pro Wrestling,NJPW Best Of The Super Junior XXVII & World Tag League 2020 - Tag 17,"BUSHI, Tetsuya Naito, Kota Ibushi, Master Wato"
22.01.2021,BATEMAN vs. Ren Narita,***1/2,Singles,6.30,New Japan Pro Wrestling,NJPW STRONG #24 - Lion's Break: Contender - Tag 1,"BATEMAN, Ren Narita"
05.01.2022,"BUSHI, Hiromu Takahashi & Shingo Takagi vs. DOUKI, Taichi & Zack Sabre Jr.",***1/2,Six Man Tag Team,6.30,New Japan Pro Wrestling,NJPW Wrestle Kingdom 16 In Tokyo Dome - Tag 2,"BUSHI, Hiromu Takahashi, Shingo Takagi, DOUKI, Taichi, Zack Sabre Jr."
29.04.2006,Chris Sabin vs. Delirious,,Singles,6.29,Ring Of Honor,NA,"Chris Sabin, Delirious"
23.02.2007,Christopher Daniels vs. Homicide vs. Jay Briscoe,,Three Way,6.29,Ring Of Honor,NA,"Christopher Daniels, Homicide, Jay Briscoe"
08.06.2007,Kevin Steen vs. Mark Briscoe,,Singles,6.29,Ring Of Honor,NA,"Kevin Steen, Mark Briscoe"
16.08.2011,Alberto Del Rio vs. Daniel Bryan,,Singles,6.29,World Wrestling Entertainment,NA,"Alberto Del Rio, Daniel Bryan"
21.04.2019,Joel Redman vs. Yoshitatsu,,Singles,6.29,All Japan Pro Wrestling,NA,"Joel Redman, Yoshitatsu"
29.11.2019,Robert Roode vs. Roman Reigns,,Singles,6.29,World Wrestling Entertainment,NA,"Robert Roode, Roman Reigns"
27.05.2020,Drake Maverick vs. Jake Atlas vs. Kushida,,Triple Threat,6.29,World Wrestling Entertainment,NA,"Drake Maverick, Jake Atlas, Kushida"
16.10.2019,Chuck Taylor & Trent vs. Frankie Kazarian & Scorpio Sky,,Tag Team,6.29,All Elite Wrestling,NA,"Chuck Taylor, Trent, Frankie Kazarian, Scorpio Sky"
29.04.2020,Chuck Taylor & Trent vs. Jimmy Havoc & Kip Sabian,,No Disqualification No Count Out Tag Team,6.29,All Elite Wrestling,NA,"Chuck Taylor, Trent, Jimmy Havoc, Kip Sabian"
08.08.2020,Natsuko Tora vs. Syuri,,Singles,6.29,World Wonder Ring Stardom,NA,"Natsuko Tora, Syuri"
18.07.2005,Go Shiozaki & Tamon Honda vs. Mohammed Yone & Takeshi Morishima,,Tag Team,6.29,Pro Wrestling NOAH,NA,"Go Shiozaki, Tamon Honda, Mohammed Yone, Takeshi Morishima"
29.04.2013,Alpha Female vs. Io Shirai,,Singles,6.29,World Wonder Ring Stardom,NA,"Alpha Female, Io Shirai"
20.06.1992,"Arn Anderson, Beautiful Bobby & Steve Austin vs. Barry Windham, Dustin Rhodes & Nikita Koloff",,Six Man Tag Team,6.29,World Championship Wrestling,NA,"Arn Anderson, Beautiful Bobby, Steve Austin, Barry Windham, Dustin Rhodes, Nikita Koloff"
25.10.1992,"Arn Anderson, Beautiful Bobby & Michael Hayes vs. Johnny Gunn, Shane Douglas & The Z-Man",,Six Man Tag Team,6.29,World Championship Wrestling,NA,"Arn Anderson, Beautiful Bobby, Michael Hayes, Johnny Gunn, Shane Douglas, The Z-Man"
08.09.2020,Austin Theory vs. Bronson Reed,,Singles,6.29,World Wrestling Entertainment,NA,"Austin Theory, Bronson Reed"
19.06.2002,Brian Christopher vs. Bruce vs. Buff Bagwell vs. Chris Harris vs. Del Rios vs. Devon Storm vs. Gran Apolo vs. Jeff Jarrett vs. Justice vs. K-Krush vs. Ken Shamrock vs. Konnan vs. Lash LeRoux vs. Malice vs. Norman Smiley vs. Rick Steiner vs. Scott Hall vs. Slash vs. Steve Corino vs. The Vampire Warrior,,Battle Royal,6.29,National Wrestling Alliance Total Nonstop Action,NA,"Brian Christopher, Bruce, Buff Bagwell, Chris Harris, Del Rios, Devon Storm, Gran Apolo, Jeff Jarrett, Justice, K-Krush, Ken Shamrock, Konnan, Lash LeRoux, Malice, Norman Smiley, Rick Steiner, Scott Hall, Slash, Steve Corino, The Vampire Warrior"
10.09.2020,Ivelisse vs. Thunder Rosa,,Singles,6.29,All Elite Wrestling,NA,"Ivelisse, Thunder Rosa"
21.07.1996,Marc Mero vs. Steve Austin,,Singles,6.29,World Wrestling Federation,NA,"Marc Mero, Steve Austin"
02.10.2020,Jeff Hardy vs. Sami Zayn,,Singles,6.29,World Wrestling Entertainment,NA,"Jeff Hardy, Sami Zayn"
02.10.2020,Blake Christian vs. Danny Limelight,,Singles,6.29,New Japan Pro Wrestling,NA,"Blake Christian, Danny Limelight"
04.01.2008,"AJ Styles, Christian Cage & Petey Williams vs. Milano Collection AT, Minoru & Prince Devitt",,Six Man Tag Team,6.29,New Japan Pro Wrestling,NA,"AJ Styles, Christian Cage, Petey Williams, Milano Collection AT, Minoru, Prince Devitt"
25.02.1990,Arn Anderson & Ole Anderson vs. Rick Steiner & Scott Steiner,,Tag Team,6.29,World Championship Wrestling,NA,"Arn Anderson, Ole Anderson, Rick Steiner, Scott Steiner"
04.11.2020,Cameron Grimes vs. Kushida,,Singles,6.29,World Wrestling Entertainment,NA,"Cameron Grimes, Kushida"
12.11.2020,Dave Mastiff vs. Trent Seven,,Heritage Cup Rules,6.29,World Wrestling Entertainment,NA,"Dave Mastiff, Trent Seven"
25.11.2020,Ariya Daivari vs. August Grey,,Singles,6.29,World Wrestling Entertainment,NA,"Ariya Daivari, August Grey"
04.12.2020,Makoto Oishi vs. Yuki Ueno,,Singles,6.29,DDT Pro Wrestling,NA,"Makoto Oishi, Yuki Ueno"
07.01.2021,Serena Deeb vs. Tay Conti,,Singles,6.29,All Elite Wrestling,NA,"Serena Deeb, Tay Conti"
20.01.2021,Chris Jericho & MJF vs. Jake Hager & Sammy Guevara vs. Ortiz  & Santana   ,,Three Way Tag Team,6.29,All Elite Wrestling,NA,"Chris Jericho, MJF, Jake Hager, Sammy Guevara, Ortiz, Santana"
18.09.1990,Dusty Rhodes vs. Randy Savage,,Singles,6.29,World Wrestling Federation,NA,"Dusty Rhodes, Randy Savage"
03.02.2021,"DOUKI, El Desperado, Taichi, Yoshinobu Kanemaru & Zack Sabre Jr. vs. El Phantasmo, Jado, Taiji Ishimori, Tama Tonga & Tanga Loa",,Ten Man Tag Team,6.29,New Japan Pro Wrestling,NA,"DOUKI, El Desperado, Taichi, Yoshinobu Kanemaru, Zack Sabre Jr., El Phantasmo, Jado, Taiji Ishimori, Tama Tonga, Tanga Loa"
05.02.2021,"Ben-K, Kagetora & Shuji Kondo vs. Kzy, Susumu Yokosuka & U-T",,Six Man Tag Team,6.29,Dragongate Japan Pro-Wrestling,NA,"Ben-K, Kagetora, Shuji Kondo, Kzy, Susumu Yokosuka, U-T"
05.02.2021,BxB Hulk & Eita vs. Masaaki Mochizuki & Takashi Yoshida,,Tag Team,6.29,Dragongate Japan Pro-Wrestling,NA,"BxB Hulk, Eita, Masaaki Mochizuki, Takashi Yoshida"
15.02.2021,Kofi Kingston vs. The Miz,,Singles,6.29,World Wrestling Entertainment,NA,"Kofi Kingston, The Miz"
23.02.2021,Himeka & Maika vs. Saya Kamitani & Utami Hayashishita,,Tag Team,6.29,World Wonder Ring Stardom,NA,"Himeka, Maika, Saya Kamitani, Utami Hayashishita"
14.03.2021,Daisuke Sasaki & Mad Paulie vs. HARASHIMA & Toru Owashi vs. Konosuke Takeshita & MAO vs. Yuki Ino & Yukio Naya,,Four Way Tag Team,6.29,DDT Pro Wrestling,NA,"Daisuke Sasaki, Mad Paulie, HARASHIMA, Toru Owashi, Konosuke Takeshita, MAO, Yuki Ino, Yukio Naya"
14.03.2021,"Hao, Kenou & Nio vs. Kazuyuki Fujita, Kendo Kashin & NOSAWA Rongai",,Six Man Tag Team,6.29,Pro Wrestling NOAH,NA,"Hao, Kenou, Nio, Kazuyuki Fujita, Kendo Kashin, NOSAWA Rongai"
02.04.2021,ASUKA & Nanae Takahashi vs. Honori Hana & Rina Yamashita,,Tag Team,6.29,SEAdLINNNG,NA,"ASUKA, Nanae Takahashi, Honori Hana, Rina Yamashita"
20.04.2021,Ariya Daivari & Tony Nese vs. Samir Singh & Sunil Singh,,Tag Team,6.29,World Wrestling Entertainment,NA,"Ariya Daivari, Tony Nese, Samir Singh, Sunil Singh"
24.04.2021,Arisu Endo & Maki Ito vs. Moka Miyamoto & Nao Kakuta,,Tag Team,6.29,Tokyo Joshi Pro-Wrestling,NA,"Arisu Endo, Maki Ito, Moka Miyamoto, Nao Kakuta"
03.06.2021,"Diamante  , Eita, H.Y.O, KAI & KAZMA SAKAMOTO vs. Don Fujii, Masaaki Mochizuki, Masato Yoshino, Naruki Doi & Ultimo Dragon",,Ten Man Tag Team,6.29,Dragongate Japan Pro-Wrestling,NA,"Diamante, Eita, H.Y.O, KAI, KAZMA SAKAMOTO, Don Fujii, Masaaki Mochizuki, Masato Yoshino, Naruki Doi, Ultimo Dragon"
03.06.2021,"Ben-K, Dragon Kid, Kagetora & Keisuke Okuda vs. Genki Horiguchi, KING Shimizu, Susumu Yokosuka & U-T",,Eight Man Tag Team,6.29,Dragongate Japan Pro-Wrestling,NA,"Ben-K, Dragon Kid, Kagetora, Keisuke Okuda, Genki Horiguchi, KING Shimizu, Susumu Yokosuka, U-T"
04.07.2021,"Hideki Okatani, Jun Akiyama & Makoto Oishi vs. MAO, Shunma Katsumata & Yuki Ueno",,Six Man Tag Team,6.29,DDT Pro Wrestling,NA,"Hideki Okatani, Jun Akiyama, Makoto Oishi, MAO, Shunma Katsumata, Yuki Ueno"
25.07.2021,Marika Kobashi vs. Shoko Nakajima,,Singles,6.29,Tokyo Joshi Pro-Wrestling,NA,"Marika Kobashi, Shoko Nakajima"
27.07.2021,"Aleja, Hao, Nio & Tadasuke vs. Ikuto Hidaka, Kotaro Suzuki, NOSAWA Rongai & YO-HEY",,Eight Man Tag Team Elimination,6.29,Pro Wrestling NOAH,NA,"Aleja, Hao, Nio, Tadasuke, Ikuto Hidaka, Kotaro Suzuki, NOSAWA Rongai, YO-HEY"
04.09.2021,Keigo Nakamura vs. Mad Paulie,,Singles,6.29,DDT Pro Wrestling,NA,"Keigo Nakamura, Mad Paulie"
30.08.2021,Jun Kasai vs. Takayuki Ueki,,Bloodscatter R Triple K Death,6.29,Pro Wrestling FREEDOMS,NA,"Jun Kasai, Takayuki Ueki"
10.10.2021,AJ Gray vs. Colby Corino,,Singles,6.29,Game Changer Wrestling,NA,"AJ Gray, Colby Corino"
08.10.2021,Bandido   & Rey Horus vs. Matt Taven & Mike Bennett,,Tag Team,6.29,Ring Of Honor,NA,"Bandido, Rey Horus, Matt Taven, Mike Bennett"
23.10.2021,Effy vs. Psycho Clown,,Singles,6.29,Game Changer Wrestling,NA,"Effy, Psycho Clown"
01.12.2021,Janai Kai vs. Trish Adora,,Singles,6.29,Ring Of Honor,NA,"Janai Kai, Trish Adora"
19.08.2001,Tajiri vs. X-Pac,***1/4,Singles,6.29,World Wrestling Federation,WWF SummerSlam 2001,"Tajiri, X-Pac"
15.06.2003,Chris Jericho vs. Goldberg,***1/2,Singles,6.29,World Wrestling Entertainment,WWE Bad Blood 2003,"Chris Jericho, Goldberg"
23.07.2006,Finlay vs. William Regal,***1/4,Singles,6.29,World Wrestling Entertainment,WWE The Great American Bash 2006,"Finlay, William Regal"
06.11.1995,Chris Benoit vs. Eddie Guerrero,***1/4,Singles,6.29,World Championship Wrestling,WCW Monday NITRO #10,"Chris Benoit, Eddie Guerrero"
24.02.1997,Chris Jericho & Eddie Guerrero vs. Meng & The Barbarian,***1/4,Tag Team,6.29,World Championship Wrestling,WCW Monday NITRO #76,"Chris Jericho, Eddie Guerrero, Meng, The Barbarian"
20.11.2002,Jeff Jarrett vs. Ron Killings,***1/2,Singles,6.29,National Wrestling Alliance Total Nonstop Action,NWA Total Nonstop Action #22,"Jeff Jarrett, Ron Killings"
